ProductKey,Product_Name,Category,Brand,Annual_Demand,EOQ,Daily_Demand,Safety_Stock,Final_Reorder_Point,Annual_Order_Cost,Annual_Holding_Cost,Total_Inventory_Cost,Risk_Level
190,SV 8xDVD E130 Silver,TV and Video,Southridge Video,20.04,4.0,0.0549,4.0,4.0,14.49,14.5,28.99,Medium
191,SV 8xDVD E140 Silver,TV and Video,Southridge Video,16.35,3.0,0.0448,3.0,3.0,15.77,12.62,28.39,Medium
192,Litware Home Theater System 4.1 Channel M410 Black,TV and Video,Litware,5.25,1.0,0.0144,5.0,5.0,15.19,34.43,49.62,Medium
193,Litware Home Theater System 5.1 Channel M511 Black,TV and Video,Litware,0.39,1.0,0.0011,0.0,0.0,1.13,40.18,41.31,Medium
194,Litware Home Theater System 2.1 Channel E210 Black,TV and Video,Litware,2.53,1.0,0.0069,5.0,5.0,7.32,19.06,26.38,Medium
195,Litware Home Theater System 5.1 Channel M510 Black,TV and Video,Litware,0.97,1.0,0.0027,2.0,2.0,2.81,36.73,39.54,Medium
196,Litware Home Theater System 2.1 Channel E211 Black,TV and Video,Litware,4.67,1.0,0.0128,6.0,6.0,13.51,17.2,30.71,Medium
197,Litware Home Theater System 2.1 Channel E212 Black,TV and Video,Litware,0.58,1.0,0.0016,2.0,2.0,1.68,19.11,20.79,Medium
198,Litware Home Theater System 4.1 Channel M411 Black,TV and Video,Litware,1.75,1.0,0.0048,4.0,4.0,5.06,34.43,39.49,Medium
199,Litware Home Theater System 4.1 Channel M412 Black,TV and Video,Litware,0.97,1.0,0.0027,2.0,2.0,2.81,32.71,35.52,Medium
200,Litware Home Theater System 4.1 Channel M413 Black,TV and Video,Litware,2.14,1.0,0.0059,10.0,10.0,6.19,31.56,37.75,Medium
201,Litware Home Theater System 5.1 Channel M512 Black,TV and Video,Litware,5.25,1.0,0.0144,4.0,4.0,15.19,40.18,55.37,High
202,Litware Home Theater System 5.1 Channel M513 Black,TV and Video,Litware,3.5,1.0,0.0096,4.0,4.0,10.13,39.61,49.74,Medium
203,Litware Home Theater System 7.1 Channel M710 Black,TV and Video,Litware,2.53,1.0,0.0069,11.0,11.0,7.32,33.09,40.41,Medium
204,Litware Home Theater System 7.1 Channel X711 Black,TV and Video,Litware,1.95,1.0,0.0053,1.0,1.0,5.64,45.93,51.57,High
205,Litware Home Theater System 5.1 Channel M514 Black,TV and Video,Litware,0.78,1.0,0.0021,3.0,3.0,2.26,34.43,36.69,Medium
206,Litware Home Theater System 5.1 Channel M515 Black,TV and Video,Litware,3.31,1.0,0.0091,5.0,5.0,9.58,32.71,42.29,Medium
207,Litware Home Theater System 5.1 Channel M516 Black,TV and Video,Litware,7.01,1.0,0.0192,5.0,5.0,20.28,33.28,53.56,High
208,Litware Home Theater System 4.1 Channel M410 Silver,TV and Video,Litware,2.53,1.0,0.0069,7.0,7.0,7.32,34.43,41.75,Medium
209,Litware Home Theater System 5.1 Channel M511 Silver,TV and Video,Litware,2.53,1.0,0.0069,2.0,2.0,7.32,40.18,47.5,Medium
210,Litware Home Theater System 2.1 Channel E210 Silver,TV and Video,Litware,1.56,1.0,0.0043,6.0,6.0,4.51,19.06,23.57,Medium
211,Litware Home Theater System 5.1 Channel M510 Silver,TV and Video,Litware,4.09,1.0,0.0112,7.0,7.0,11.83,36.73,48.56,Medium
212,Litware Home Theater System 2.1 Channel E211 Silver,TV and Video,Litware,3.11,1.0,0.0085,2.0,2.0,9.0,17.2,26.2,Medium
213,Litware Home Theater System 2.1 Channel E212 Silver,TV and Video,Litware,0.78,1.0,0.0021,3.0,3.0,2.26,19.11,21.37,Medium
214,Litware Home Theater System 4.1 Channel M411 Silver,TV and Video,Litware,1.36,1.0,0.0037,3.0,3.0,3.93,34.43,38.36,Medium
215,Litware Home Theater System 4.1 Channel M412 Silver,TV and Video,Litware,3.11,1.0,0.0085,2.0,2.0,9.0,32.71,41.71,Medium
216,Litware Home Theater System 4.1 Channel M413 Silver,TV and Video,Litware,1.17,1.0,0.0032,0.0,0.0,3.38,31.56,34.94,Medium
217,Litware Home Theater System 5.1 Channel M512 Silver,TV and Video,Litware,3.89,1.0,0.0107,6.0,6.0,11.25,40.18,51.43,High
218,Litware Home Theater System 5.1 Channel M513 Silver,TV and Video,Litware,2.92,1.0,0.008,6.0,6.0,8.45,39.61,48.06,Medium
219,Litware Home Theater System 7.1 Channel M710 Silver,TV and Video,Litware,5.25,1.0,0.0144,5.0,5.0,15.19,33.09,48.28,Medium
220,Litware Home Theater System 7.1 Channel X711 Silver,TV and Video,Litware,3.5,1.0,0.0096,4.0,4.0,10.13,45.93,56.06,High
221,Litware Home Theater System 5.1 Channel M514 Silver,TV and Video,Litware,0.58,1.0,0.0016,2.0,2.0,1.68,34.43,36.11,Medium
222,Litware Home Theater System 5.1 Channel M515 Silver,TV and Video,Litware,3.7,1.0,0.0101,6.0,6.0,10.7,32.71,43.41,Medium
223,Litware Home Theater System 5.1 Channel M516 Silver,TV and Video,Litware,3.7,1.0,0.0101,5.0,5.0,10.7,33.28,43.98,Medium
224,Litware Home Theater System 4.1 Channel M410 Brown,TV and Video,Litware,0.78,1.0,0.0021,1.0,1.0,2.26,34.43,36.69,Medium
225,Litware Home Theater System 5.1 Channel M511 Brown,TV and Video,Litware,6.42,1.0,0.0176,6.0,6.0,18.57,40.18,58.75,High
226,Litware Home Theater System 2.1 Channel E210 Brown,TV and Video,Litware,2.53,1.0,0.0069,6.0,6.0,7.32,19.06,26.38,Medium
227,Litware Home Theater System 5.1 Channel M510 Brown,TV and Video,Litware,2.14,1.0,0.0059,2.0,2.0,6.19,36.73,42.92,Medium
228,Litware Home Theater System 2.1 Channel E211 Brown,TV and Video,Litware,0.58,1.0,0.0016,2.0,2.0,1.68,17.2,18.88,Low
229,Litware Home Theater System 2.1 Channel E212 Brown,TV and Video,Litware,1.36,1.0,0.0037,1.0,1.0,3.93,19.11,23.04,Medium
230,Litware Home Theater System 4.1 Channel M411 Brown,TV and Video,Litware,1.75,1.0,0.0048,2.0,2.0,5.06,34.43,39.49,Medium
231,Litware Home Theater System 4.1 Channel M412 Brown,TV and Video,Litware,3.5,1.0,0.0096,5.0,5.0,10.13,32.71,42.84,Medium
232,Litware Home Theater System 4.1 Channel M413 Brown,TV and Video,Litware,2.14,1.0,0.0059,1.0,1.0,6.19,31.56,37.75,Medium
233,Litware Home Theater System 5.1 Channel M512 Brown,TV and Video,Litware,2.72,1.0,0.0075,6.0,6.0,7.87,40.18,48.05,Medium
234,Litware Home Theater System 5.1 Channel M513 Brown,TV and Video,Litware,0.78,1.0,0.0021,1.0,1.0,2.26,39.61,41.87,Medium
235,Litware Home Theater System 7.1 Channel M710 Brown,TV and Video,Litware,0.39,1.0,0.0011,0.0,0.0,1.13,33.09,34.22,Medium
236,Litware Home Theater System 7.1 Channel X711 Brown,TV and Video,Litware,2.92,1.0,0.008,3.0,3.0,8.45,45.93,54.38,High
237,Litware Home Theater System 5.1 Channel M514 Brown,TV and Video,Litware,3.5,1.0,0.0096,8.0,8.0,10.13,34.43,44.56,Medium
238,Litware Home Theater System 5.1 Channel M515 Brown,TV and Video,Litware,2.14,1.0,0.0059,3.0,3.0,6.19,32.71,38.9,Medium
239,Litware Home Theater System 5.1 Channel M516 Brown,TV and Video,Litware,2.14,1.0,0.0059,5.0,5.0,6.19,33.28,39.47,Medium
240,Contoso Home Theater System 2.1 Channel E1200 Black,TV and Video,Contoso,0.58,1.0,0.0016,2.0,2.0,1.68,19.06,20.74,Medium
241,Contoso Home Theater System 2.1 Channel M1210 Black,TV and Video,Contoso,2.92,1.0,0.008,4.0,4.0,8.45,20.97,29.42,Medium
242,Contoso Home Theater System 7.1 Channel M1700 Black,TV and Video,Contoso,3.89,1.0,0.0107,7.0,7.0,11.25,36.82,48.07,Medium
243,Contoso Home Theater System 4.1 Channel M1400 Black,TV and Video,Contoso,2.53,1.0,0.0069,8.0,8.0,7.32,26.06,33.38,Medium
244,Contoso Home Theater System 5.1 Channel M1500 Black,TV and Video,Contoso,1.75,1.0,0.0048,3.0,3.0,5.06,24.66,29.72,Medium
245,Contoso Home Theater System 5.1 Channel M1510 Black,TV and Video,Contoso,1.75,1.0,0.0048,2.0,2.0,5.06,28.11,33.17,Medium
246,Contoso Home Theater System 4.1 Channel M1410 Black,TV and Video,Contoso,3.5,1.0,0.0096,8.0,8.0,10.13,20.97,31.1,Medium
247,Contoso Home Theater System 5.1 Channel M1520 Black,TV and Video,Contoso,0.58,1.0,0.0016,2.0,2.0,1.68,19.49,21.17,Medium
248,Contoso Home Theater System 5.1 Channel M1530 Black,TV and Video,Contoso,0.39,1.0,0.0011,0.0,0.0,1.13,22.94,24.07,Medium
249,Contoso Home Theater System 2.1 Channel E1220 Black,TV and Video,Contoso,1.56,1.0,0.0043,3.0,3.0,4.51,12.68,17.19,Low
250,Contoso Home Theater System 5.1 Channel M1540 Black,TV and Video,Contoso,2.72,1.0,0.0075,8.0,8.0,7.87,30.41,38.28,Medium
251,Contoso Home Theater System 4.1 Channel M1420 Black,TV and Video,Contoso,4.86,1.0,0.0133,5.0,5.0,14.06,30.59,44.65,Medium
252,Contoso Home Theater System 2.1 Channel M1230 Black,TV and Video,Contoso,3.5,1.0,0.0096,7.0,7.0,10.13,22.94,33.07,Medium
253,Contoso Home Theater System 2.1 Channel E1200 Silver,TV and Video,Contoso,3.5,1.0,0.0096,4.0,4.0,10.13,19.06,29.19,Medium
254,Contoso Home Theater System 2.1 Channel M1210 Silver,TV and Video,Contoso,1.95,1.0,0.0053,6.0,6.0,5.64,20.97,26.61,Medium
255,Contoso Home Theater System 7.1 Channel M1700 Silver,TV and Video,Contoso,6.62,1.0,0.0181,6.0,6.0,19.15,36.82,55.97,High
256,Contoso Home Theater System 4.1 Channel M1400 Silver,TV and Video,Contoso,0.97,1.0,0.0027,0.0,0.0,2.81,26.06,28.87,Medium
257,Contoso Home Theater System 5.1 Channel M1500 Silver,TV and Video,Contoso,4.09,1.0,0.0112,5.0,5.0,11.83,24.66,36.49,Medium
258,Contoso Home Theater System 5.1 Channel M1510 Silver,TV and Video,Contoso,3.11,1.0,0.0085,0.0,0.0,9.0,28.11,37.11,Medium
259,Contoso Home Theater System 4.1 Channel M1410 Silver,TV and Video,Contoso,4.09,1.0,0.0112,6.0,6.0,11.83,20.97,32.8,Medium
260,Contoso Home Theater System 5.1 Channel M1520 Silver,TV and Video,Contoso,2.14,1.0,0.0059,2.0,2.0,6.19,19.49,25.68,Medium
261,Contoso Home Theater System 5.1 Channel M1530 Silver,TV and Video,Contoso,1.75,1.0,0.0048,6.0,6.0,5.06,22.94,28.0,Medium
262,Contoso Home Theater System 2.1 Channel E1220 Silver,TV and Video,Contoso,1.36,1.0,0.0037,1.0,1.0,3.93,12.68,16.61,Low
263,Contoso Home Theater System 5.1 Channel M1540 Silver,TV and Video,Contoso,2.72,1.0,0.0075,3.0,3.0,7.87,30.41,38.28,Medium
264,Contoso Home Theater System 4.1 Channel M1420 Silver,TV and Video,Contoso,3.7,1.0,0.0101,5.0,5.0,10.7,30.59,41.29,Medium
265,Contoso Home Theater System 2.1 Channel M1230 Silver,TV and Video,Contoso,4.09,1.0,0.0112,3.0,3.0,11.83,22.94,34.77,Medium
266,Contoso Home Theater System 2.1 Channel E1200 White,TV and Video,Contoso,1.75,1.0,0.0048,2.0,2.0,5.06,19.06,24.12,Medium
267,Contoso Home Theater System 2.1 Channel M1210 White,TV and Video,Contoso,2.34,1.0,0.0064,4.0,4.0,6.77,20.97,27.74,Medium
268,Contoso Home Theater System 7.1 Channel M1700 White,TV and Video,Contoso,2.72,1.0,0.0075,3.0,3.0,7.87,36.82,44.69,Medium
269,Contoso Home Theater System 4.1 Channel M1400 White,TV and Video,Contoso,0.39,1.0,0.0011,0.0,0.0,1.13,26.06,27.19,Medium
270,Contoso Home Theater System 5.1 Channel M1500 White,TV and Video,Contoso,2.14,1.0,0.0059,2.0,2.0,6.19,24.66,30.85,Medium
271,Contoso Home Theater System 5.1 Channel M1510 White,TV and Video,Contoso,3.7,1.0,0.0101,5.0,5.0,10.7,28.11,38.81,Medium
272,Contoso Home Theater System 4.1 Channel M1410 White,TV and Video,Contoso,3.89,1.0,0.0107,7.0,7.0,11.25,20.97,32.22,Medium
273,Contoso Home Theater System 5.1 Channel M1520 White,TV and Video,Contoso,5.06,1.0,0.0139,7.0,7.0,14.64,19.49,34.13,Medium
275,Contoso Home Theater System 2.1 Channel E1220 White,TV and Video,Contoso,0.58,1.0,0.0016,2.0,2.0,1.68,12.68,14.36,Low
276,Contoso Home Theater System 5.1 Channel M1540 White,TV and Video,Contoso,3.11,1.0,0.0085,9.0,9.0,9.0,30.41,39.41,Medium
277,Contoso Home Theater System 4.1 Channel M1420 White,TV and Video,Contoso,3.7,1.0,0.0101,4.0,4.0,10.7,30.59,41.29,Medium
278,Contoso Home Theater System 2.1 Channel M1230 White,TV and Video,Contoso,5.84,1.0,0.016,5.0,5.0,16.9,22.94,39.84,Medium
279,Contoso Home Theater System 2.1 Channel E1200 Brown,TV and Video,Contoso,1.17,1.0,0.0032,2.0,2.0,3.38,19.06,22.44,Medium
280,Contoso Home Theater System 2.1 Channel M1210 Brown,TV and Video,Contoso,3.31,1.0,0.0091,9.0,9.0,9.58,20.97,30.55,Medium
281,Contoso Home Theater System 7.1 Channel M1700 Brown,TV and Video,Contoso,0.97,1.0,0.0027,2.0,2.0,2.81,36.82,39.63,Medium
282,Contoso Home Theater System 4.1 Channel M1400 Brown,TV and Video,Contoso,1.36,1.0,0.0037,2.0,2.0,3.93,26.06,29.99,Medium
283,Contoso Home Theater System 5.1 Channel M1500 Brown,TV and Video,Contoso,3.31,1.0,0.0091,2.0,2.0,9.58,24.66,34.24,Medium
284,Contoso Home Theater System 5.1 Channel M1510 Brown,TV and Video,Contoso,2.72,1.0,0.0075,4.0,4.0,7.87,28.11,35.98,Medium
285,Contoso Home Theater System 4.1 Channel M1410 Brown,TV and Video,Contoso,4.48,1.0,0.0123,3.0,3.0,12.96,20.97,33.93,Medium
286,Contoso Home Theater System 5.1 Channel M1520 Brown,TV and Video,Contoso,2.14,1.0,0.0059,2.0,2.0,6.19,19.49,25.68,Medium
287,Contoso Home Theater System 5.1 Channel M1530 Brown,TV and Video,Contoso,4.67,1.0,0.0128,4.0,4.0,13.51,22.94,36.45,Medium
288,Contoso Home Theater System 2.1 Channel E1220 Brown,TV and Video,Contoso,1.36,1.0,0.0037,5.0,5.0,3.93,12.68,16.61,Low
289,Contoso Home Theater System 5.1 Channel M1540 Brown,TV and Video,Contoso,1.56,1.0,0.0043,6.0,6.0,4.51,30.41,34.92,Medium
290,Contoso Home Theater System 4.1 Channel M1420 Brown,TV and Video,Contoso,3.7,1.0,0.0101,5.0,5.0,10.7,30.59,41.29,Medium
291,Contoso Home Theater System 2.1 Channel M1230 Brown,TV and Video,Contoso,7.78,1.0,0.0213,7.0,7.0,22.51,22.94,45.45,Medium
292,SV Car Video LCD7W M7080 Black,TV and Video,Southridge Video,5.25,1.0,0.0144,3.0,3.0,15.19,28.74,43.93,Medium
293,SV Car Video LCD7W M7081 Black,TV and Video,Southridge Video,7.78,1.0,0.0213,5.0,5.0,22.51,28.68,51.19,High
294,SV Car Video TFT7 M7000 Black,TV and Video,Southridge Video,5.84,1.0,0.016,5.0,5.0,16.9,19.06,35.96,Medium
295,SV Car Video TFT6.2W E6280 Black,TV and Video,Southridge Video,2.92,1.0,0.008,6.0,6.0,8.45,17.78,26.23,Medium
296,SV Car Video TFT6.2W E6281 Black,TV and Video,Southridge Video,6.23,1.0,0.0171,4.0,4.0,18.02,16.51,34.53,Medium
297,SV Car Video TFT6.2W E6282 Black,TV and Video,Southridge Video,4.28,1.0,0.0117,2.0,2.0,12.38,17.14,29.52,Medium
298,SV Car Video TFT7 M7001 Black,TV and Video,Southridge Video,2.92,1.0,0.008,3.0,3.0,8.45,19.69,28.14,Medium
299,SV Car Video AM/FM E1000 Black,TV and Video,Southridge Video,8.17,1.0,0.0224,5.0,5.0,23.64,12.68,36.32,Medium
300,SV Car Video AM/FM E1001 Black,TV and Video,Southridge Video,7.2,1.0,0.0197,4.0,4.0,20.83,13.96,34.79,Medium
301,SV Car Video TFT7 M7002 Black,TV and Video,Southridge Video,5.06,1.0,0.0139,4.0,4.0,14.64,20.33,34.97,Medium
302,SV Car Video LCD9.2W X9280 Black,TV and Video,Southridge Video,8.56,1.0,0.0235,8.0,8.0,24.76,41.37,66.13,High
303,SV Car Video LCD9.2W X9281 Black,TV and Video,Southridge Video,3.89,1.0,0.0107,4.0,4.0,11.25,35.99,47.24,Medium
304,SV Car Video LCD7W M7082 Black,TV and Video,Southridge Video,4.09,1.0,0.0112,5.0,5.0,11.83,40.18,52.01,High
305,SV Car Video LCD7 M7001 Black,TV and Video,Southridge Video,7.39,1.0,0.0202,3.0,3.0,21.38,18.91,40.29,Medium
306,SV Car Video LCD7 M7002 Black,TV and Video,Southridge Video,1.95,1.0,0.0053,0.0,0.0,5.64,21.21,26.85,Medium
307,SV Car Video LCD7 M7003 Black,TV and Video,Southridge Video,6.81,1.0,0.0187,4.0,4.0,19.7,21.21,40.91,Medium
308,SV Car Video LCD7W M7080 Silver,TV and Video,Southridge Video,3.11,1.0,0.0085,4.0,4.0,9.0,28.74,37.74,Medium
309,SV Car Video LCD7W M7081 Silver,TV and Video,Southridge Video,8.76,1.0,0.024,6.0,6.0,25.34,28.68,54.02,High
310,SV Car Video TFT7 M7000 Silver,TV and Video,Southridge Video,2.72,1.0,0.0075,6.0,6.0,7.87,19.06,26.93,Medium
311,SV Car Video TFT6.2W E6280 Silver,TV and Video,Southridge Video,3.11,1.0,0.0085,1.0,1.0,9.0,17.78,26.78,Medium
312,SV Car Video TFT6.2W E6281 Silver,TV and Video,Southridge Video,2.72,1.0,0.0075,4.0,4.0,7.87,16.51,24.38,Medium
313,SV Car Video TFT6.2W E6282 Silver,TV and Video,Southridge Video,9.34,1.0,0.0256,5.0,5.0,27.02,17.14,44.16,Medium
314,SV Car Video TFT7 M7001 Silver,TV and Video,Southridge Video,3.89,1.0,0.0107,6.0,6.0,11.25,19.69,30.94,Medium
315,SV Car Video AM/FM E1000 Silver,TV and Video,Southridge Video,3.31,1.0,0.0091,2.0,2.0,9.58,12.68,22.26,Medium
316,SV Car Video AM/FM E1001 Silver,TV and Video,Southridge Video,3.31,1.0,0.0091,4.0,4.0,9.58,13.96,23.54,Medium
317,SV Car Video TFT7 M7002 Silver,TV and Video,Southridge Video,7.2,1.0,0.0197,7.0,7.0,20.83,20.33,41.16,Medium
318,SV Car Video LCD9.2W X9280 Silver,TV and Video,Southridge Video,6.03,1.0,0.0165,6.0,6.0,17.44,41.37,58.81,High
319,SV Car Video LCD9.2W X9281 Silver,TV and Video,Southridge Video,5.06,1.0,0.0139,2.0,2.0,14.64,35.99,50.63,High
320,SV Car Video LCD7W M7082 Silver,TV and Video,Southridge Video,3.89,1.0,0.0107,5.0,5.0,11.25,40.18,51.43,High
321,SV Car Video LCD7 M7001 Silver,TV and Video,Southridge Video,1.56,1.0,0.0043,1.0,1.0,4.51,18.91,23.42,Medium
322,SV Car Video LCD7 M7002 Silver,TV and Video,Southridge Video,7.59,1.0,0.0208,5.0,5.0,21.96,21.21,43.17,Medium
323,SV Car Video LCD7 M7003 Silver,TV and Video,Southridge Video,4.28,1.0,0.0117,6.0,6.0,12.38,21.21,33.59,Medium
324,SV Car Video LCD7W M7080 Brown,TV and Video,Southridge Video,3.5,1.0,0.0096,5.0,5.0,10.13,28.74,38.87,Medium
325,SV Car Video LCD7W M7081 Brown,TV and Video,Southridge Video,6.03,1.0,0.0165,5.0,5.0,17.44,28.68,46.12,Medium
326,SV Car Video TFT7 M7000 Brown,TV and Video,Southridge Video,8.37,1.0,0.0229,6.0,6.0,24.21,19.06,43.27,Medium
327,SV Car Video TFT6.2W E6280 Brown,TV and Video,Southridge Video,8.17,1.0,0.0224,4.0,4.0,23.64,17.78,41.42,Medium
328,SV Car Video TFT6.2W E6281 Brown,TV and Video,Southridge Video,3.31,1.0,0.0091,4.0,4.0,9.58,16.51,26.09,Medium
329,SV Car Video TFT6.2W E6282 Brown,TV and Video,Southridge Video,9.73,1.0,0.0267,7.0,7.0,28.15,17.14,45.29,Medium
330,SV Car Video TFT7 M7001 Brown,TV and Video,Southridge Video,9.92,1.0,0.0272,6.0,6.0,28.7,19.69,48.39,Medium
331,SV Car Video AM/FM E1000 Brown,TV and Video,Southridge Video,10.12,2.0,0.0277,5.0,5.0,14.64,25.36,40.0,Medium
332,SV Car Video AM/FM E1001 Brown,TV and Video,Southridge Video,6.81,1.0,0.0187,4.0,4.0,19.7,13.96,33.66,Medium
333,SV Car Video TFT7 M7002 Brown,TV and Video,Southridge Video,4.86,1.0,0.0133,5.0,5.0,14.06,20.33,34.39,Medium
334,SV Car Video LCD9.2W X9280 Brown,TV and Video,Southridge Video,8.76,1.0,0.024,5.0,5.0,25.34,41.37,66.71,High
335,SV Car Video LCD9.2W X9281 Brown,TV and Video,Southridge Video,5.64,1.0,0.0155,4.0,4.0,16.32,35.99,52.31,High
336,SV Car Video LCD7W M7082 Brown,TV and Video,Southridge Video,7.2,1.0,0.0197,3.0,3.0,20.83,40.18,61.01,High
337,SV Car Video LCD7 M7001 Brown,TV and Video,Southridge Video,8.56,1.0,0.0235,5.0,5.0,24.76,18.91,43.67,Medium
338,Fabrikam Laptop19W M9800 Black,Computers,Fabrikam,11.48,1.0,0.0315,3.0,3.0,33.21,49.66,82.87,High
339,Fabrikam Laptop17W M7080 Black,Computers,Fabrikam,6.42,1.0,0.0176,4.0,4.0,18.57,50.58,69.15,High
340,Fabrikam Laptop17 M7000 Black,Computers,Fabrikam,13.82,1.0,0.0379,4.0,4.0,39.98,47.08,87.06,High
341,Fabrikam Laptop16W M6080 Black,Computers,Fabrikam,8.76,1.0,0.024,3.0,3.0,25.34,55.59,80.93,High
342,Fabrikam Laptop16 M6000 Black,Computers,Fabrikam,16.35,1.0,0.0448,5.0,5.0,47.3,34.43,81.73,High
343,Fabrikam Laptop19 M9000 Black,Computers,Fabrikam,9.73,1.0,0.0267,5.0,5.0,28.15,45.52,73.67,High
344,Fabrikam Laptop12 M2000 White,Computers,Fabrikam,7.98,1.0,0.0219,3.0,3.0,23.09,23.32,46.41,Medium
345,Fabrikam Laptop15 M5000 White,Computers,Fabrikam,12.06,1.0,0.033,6.0,6.0,34.89,40.18,75.07,High
346,Fabrikam Laptop15.4 M5400 White,Computers,Fabrikam,14.4,1.0,0.0395,5.0,5.0,41.66,37.88,79.54,High
347,Fabrikam Laptop14.1 M4100 White,Computers,Fabrikam,18.49,1.0,0.0507,4.0,4.0,53.49,33.68,87.17,High
348,Fabrikam Laptop15.4W M5480 White,Computers,Fabrikam,11.29,1.0,0.0309,6.0,6.0,32.66,43.57,76.23,High
349,Fabrikam Laptop10.1 M0100 White,Computers,Fabrikam,11.68,1.0,0.032,5.0,5.0,33.79,24.41,58.2,High
350,Fabrikam Laptop12W M2080 Silver,Computers,Fabrikam,10.9,1.0,0.0299,6.0,6.0,31.53,25.43,56.96,High
351,Fabrikam Laptop8.9W E0880 Silver,Computers,Fabrikam,8.76,1.0,0.024,5.0,5.0,25.34,21.41,46.75,Medium
352,Fabrikam Laptop8.9 E0800 Silver,Computers,Fabrikam,13.04,1.0,0.0357,4.0,4.0,37.72,20.39,58.11,High
353,Fabrikam Laptop10.1 M0101 Silver,Computers,Fabrikam,19.65,2.0,0.0538,5.0,5.0,28.42,49.06,77.48,High
354,Fabrikam Laptop12 M2001 Silver,Computers,Fabrikam,11.09,1.0,0.0304,4.0,4.0,32.08,24.4,56.48,High
355,Fabrikam Laptop8.9 M0801 Silver,Computers,Fabrikam,12.06,1.0,0.033,2.0,2.0,34.89,23.16,58.05,High
356,Fabrikam Laptop14.1W M4180 Red,Computers,Fabrikam,11.48,1.0,0.0315,4.0,4.0,33.21,26.26,59.47,High
357,Fabrikam Laptop14.1 E4101 Red,Computers,Fabrikam,9.92,1.0,0.0272,5.0,5.0,28.7,21.03,49.73,Medium
358,Fabrikam Laptop8.9 E8002 Red,Computers,Fabrikam,17.32,2.0,0.0475,5.0,5.0,25.05,41.55,66.6,High
359,Fabrikam Laptop12 M2002 Red,Computers,Fabrikam,21.41,2.0,0.0587,5.0,5.0,30.97,46.9,77.87,High
360,Fabrikam Laptop13.3 M3000 Red,Computers,Fabrikam,14.59,1.0,0.04,5.0,5.0,42.21,24.22,66.43,High
361,Fabrikam Laptop13.3W M3080 Red,Computers,Fabrikam,13.62,1.0,0.0373,5.0,5.0,39.4,24.79,64.19,High
362,Adventure Works Laptop19 X1900 Black,Computers,Adventure Works,12.45,1.0,0.0341,4.0,4.0,36.02,53.8,89.82,High
363,Adventure Works Laptop15 M1500 Black,Computers,Adventure Works,10.7,1.0,0.0293,4.0,4.0,30.96,40.18,71.14,High
364,Adventure Works Laptop12 M1200 Black,Computers,Adventure Works,10.12,1.0,0.0277,6.0,6.0,29.28,24.4,53.68,High
365,Adventure Works Laptop16 M1600 Black,Computers,Adventure Works,14.01,1.0,0.0384,6.0,6.0,40.53,34.43,74.96,High
366,Adventure Works Laptop15.4W M1548 Black,Computers,Adventure Works,16.15,1.0,0.0442,5.0,5.0,46.72,43.57,90.29,High
367,Adventure Works Laptop8.9 E0890 Black,Computers,Adventure Works,16.54,2.0,0.0453,4.0,4.0,23.93,41.55,65.48,High
368,Adventure Works Laptop19W X1980 White,Computers,Adventure Works,14.98,1.0,0.041,5.0,5.0,43.34,53.8,97.14,High
369,Adventure Works Laptop15 M1501 White,Computers,Adventure Works,12.65,1.0,0.0347,6.0,6.0,36.6,40.18,76.78,High
370,Adventure Works Laptop12 M1201 White,Computers,Adventure Works,12.45,1.0,0.0341,5.0,5.0,36.02,24.4,60.42,High
371,Adventure Works Laptop16 M1601 White,Computers,Adventure Works,17.9,1.0,0.049,5.0,5.0,51.78,34.43,86.21,High
372,Adventure Works Laptop15.4W M1548 White,Computers,Adventure Works,5.64,1.0,0.0155,4.0,4.0,16.32,43.57,59.89,High
373,Adventure Works Laptop8.9 E0890 White,Computers,Adventure Works,15.96,1.0,0.0437,4.0,4.0,46.17,20.78,66.95,High
374,Adventure Works Laptop19W X1980 Silver,Computers,Adventure Works,12.45,1.0,0.0341,5.0,5.0,36.02,53.8,89.82,High
375,Adventure Works Laptop15 M1501 Silver,Computers,Adventure Works,13.62,1.0,0.0373,5.0,5.0,39.4,40.18,79.58,High
376,Adventure Works Laptop12 M1201 Silver,Computers,Adventure Works,11.48,1.0,0.0315,5.0,5.0,33.21,24.4,57.61,High
377,Adventure Works Laptop16 M1601 Silver,Computers,Adventure Works,12.65,1.0,0.0347,4.0,4.0,36.6,34.43,71.03,High
